Job Title,Company,Job Link,Extracted Text,index
Logistics ExecutiveFits Express (Pvt) Ltd,Fits Express (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229328&pg=index.jsp,"Job Requirements: The ideal candidate for the Logistics Executive position should have strong communication and organizational skills, be detail-oriented, and have experience in supply chain management. Responsibilities include coordinating transportation and logistics activities, monitoring inventory levels, and ensuring timely delivery of goods to customers.",131
Senior IT Support Engineer (Night Shift)Legacy Health,Legacy Health,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229322&pg=index.jsp,"The job vacancy is for a Senior IT Support Engineer (Night Shift) at WULEGACY in Kandy, Sri Lanka. Responsibilities include taking ownership of user issues, troubleshooting and resolving problems, providing feedback to users, and performing system administration activities. Qualifications include a Bachelor's degree in IT or related field, strong communication skills in English, 2+ years of experience in IT infrastructure support, knowledge in Windows desktop support and 0365 configuration, and networking skills. The candidate should be flexible to work outside of core business hours and have previous exposure to supporting clients in the US/UK. To apply, send your resume to careers-colombo@legacyhealthlic.com.",132
Team Lead - Day Shift Legacy Health (Pvt) Ltd,Legacy Health (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229314&pg=index.jsp,"The job vacancy is for a Team Lead - Day Shift position in a leading BPO company in Sri Lanka. The key skills/qualifications required include experience in healthcare revenue cycle management, strong leadership skills, and proficiency in Microsoft products. Responsibilities include managing a team, forecasting and distributing projects, maintaining production efficiency, and creating and modifying data reports. Interested candidates can apply by emailing their resume to careers.colombo@legacyhealthile.com with the subject line ""QYLEGACY"".",133
Finance Executive (Male)Lanka Precision Engineering (Pvt) Ltd,Lanka Precision Engineering (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229306&pg=index.jsp,"The job vacancy is for a Finance Executive, with responsibilities including managing accounts payable and receivable functions, handling petty cash payments and preparing reports daily, managing supplier payments and statutory payments, ensuring accurate accounting entries in QuickBooks, assisting in the preparation of monthly financial statements, handling import and export documentation, preparing daily reports related to petty cash, bank payments, and sales, and conducting monthly cost analysis. Candidates must have a background in commerce with AAT CASL qualifications being an added advantage, experience in QuickBooks accounting system preferred, proficiency in MS Office applications, excellent communication skills in English, and be able to work extended hours with minimal supervision. Only male candidates below the age of 30 are preferred.",134
Technical Assistant - VMIX Operator (Full Time)The Papare,The Papare,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229298&pg=index.jsp,"The job vacancy is for a Technical Assistant/VMix Operator, responsible for operating and managing vMix live production software during broadcasts and live events. Duties include setting up and configuring hardware and software for live streaming, handling live switching, video playback, and graphic overlays, providing technical support, and coordinating with the production team to ensure flawless execution of technical aspects. Qualifications include proven experience as a vMix operator or in a similar role in live production settings, technical knowledge in computer systems and networking, proficiency with vMix software, and availability to work on weekends and irregular hours. If interested, candidates can reach out with their CV to the provided email address.",135
Sales Executive - Welimada Branch Three Sinha Industries (Pvt) Ltd,Three Sinha Industries (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229292&pg=index.jsp,"Job vacancy: Sales Executive at HOLT, Welimada Branch. Requirements include GCE A Qualification, excellent communication skills, 2 years experience in field sales, age below 30 years, and motorbike license. Interested candidates should send their CV with contact details of two non-related referees within 7 days to the given address. Attractive remuneration package and perks available for the right candidate.",136
Branch Manager - Negombo Three Sinha Industries (Pvt) Ltd,Three Sinha Industries (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229281&pg=index.jsp,"The job vacancy is for a Sales Executive with at least 3 years of experience in consumer durable retailing. The ideal candidate should have a professional qualification in Sales or Marketing, effective team management skills, and experience working in a computerized environment. Responsibilities include overseeing branch and showroom operations, meeting sales targets, conducting sales promotions, and managing group and corporate sales. Interested candidates should email their CV with contact details of two referees within 7 days.",137
Site Engineers / Technical Officer / Site Supervisor Company Name Withheld,Company Name Withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229275&pg=index.jsp,"The job vacancy is for Site Engineers, Technical Officers, and Site Supervisors for a leading high rise builder in Srilanka. The candidates should have a Bsc in NDT or NCT/HND of equal qualification, along with a minimum of years of work experience. Site Engineers should have a minimum of 3 years of work experience. Responsibilities include working on the site at Wellawatta and mentioning salary expectations in the CV. Interested candidates can forward their CV to vacanstatf@gmail.com.",138
Sales Executive / Sales Coordinator - Kandy Three Sinha Industries (Pvt) Ltd,Three Sinha Industries (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229271&pg=index.jsp,The job vacancy is for a Sales Executive position in the Rolled Wire & Steel industry in Sri Lanka. The responsibilities include managing sales on the site and coordinating with customers. Job requirements include being male and having previous experience in sales. Contact details for inquiries are provided as Tel: 0768 768 150 and Email kandy@threesinha.tk.,139
Assistant Brand ManagerAbans Electricals PLC,Abans Electricals PLC,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229260&pg=index.jsp,"The job vacancy is for an Assistant Brand Manager who will be responsible for developing and implementing marketing strategies, conducting product training for sales staff, planning and executing marketing campaigns, managing marketing communication strategies, and building relationships with external stakeholders. The key requirements include a Bachelor's degree in Marketing or a professional qualification in Marketing, previous experience in branding, strong communication skills, proficiency in digital marketing platforms, and a strong understanding of market trends and consumer behavior.",140
Senior Branch Manager / Branch Manager Siyapatha Finance PLC,Siyapatha Finance PLC,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229256&pg=index.jsp,"The job vacancy requires a candidate with over 5 years of experience in the banking and finance industry, with a Bachelor's degree in Sales, Marketing, Business, Finance, or Credit Management. The responsibilities include achieving business targets, assisting in business development and promotions, maintaining quality customer service, and building strong relationships with stakeholders. Excellent cross-selling, networking, leadership, formal communication, negotiation, and decision-making skills are also required.",141
Accounts Executive / Accountant Celera Solutions (Private) Limited,Celera Solutions (Private) Limited,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001229246&pg=index.jsp,"The job vacancy is for an Accounts Executive Accountant at Siwateor. The job responsibilities include managing accounts, preparing financial statements, and analyzing financial data. The job requirements include a degree in accounting or finance, strong analytical skills, and proficiency in accounting software. Contact hr@celera-solutions.com for more information.",142
